2025-02-10 00:45:00,180 DEBUG:Days list: ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']
2025-02-10 00:45:00,207 DEBUG:=== 試行回数 1 ===
2025-02-10 00:58:03,168 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 数学ⅢB
2025-02-10 00:58:03,168 DEBUG:[DEBUG] Unassigned 数学ⅢB from Monday, p=0
2025-02-10 00:58:03,168 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 数学ⅢB
2025-02-10 00:58:03,168 DEBUG:[DEBUG] Unassigned 数学ⅢB from Monday, p=1
2025-02-10 00:58:03,168 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 数学ⅢB
2025-02-10 00:58:03,168 DEBUG:[DEBUG] Unassigned 測量学特論 from Monday, p=1
2025-02-10 00:58:03,168 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 測量学特論
2025-02-10 00:58:03,168 DEBUG:[DEBUG] Unassigned 創造演習 from Monday, p=3
2025-02-10 00:58:03,169 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 創造演習
2025-02-10 00:58:03,169 DEBUG:[DEBUG] Unassigned データベース from Monday, p=2
2025-02-10 00:58:03,169 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign データベース
2025-02-10 00:58:03,169 DEBUG:[DEBUG] Unassigned 創造製作 from Monday, p=2
2025-02-10 00:58:03,169 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 創造製作
2025-02-10 00:58:03,169 DEBUG:[DEBUG] Unassigned 創造製作 from Monday, p=3
2025-02-10 00:58:03,169 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 創造製作
2025-02-10 00:58:03,169 DEBUG:[DEBUG] Unassigned 数学IIB from Monday, p=0
2025-02-10 00:58:03,170 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 数学IIB
2025-02-10 00:58:03,170 DEBUG:[DEBUG] Unassigned 基礎設計図II from Monday, p=0
2025-02-10 00:58:03,170 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 基礎設計図II
2025-02-10 00:58:03,170 DEBUG:[DEBUG] Unassigned 国語総合II from Monday, p=0
2025-02-10 00:58:03,170 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 国語総合II
2025-02-10 00:58:03,170 DEBUG:[DEBUG] Unassigned 倫理 from Monday, p=0
2025-02-10 00:58:03,170 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 倫理
2025-02-10 00:58:03,170 DEBUG:[DEBUG] Unassigned 工学デザイン基礎II from Monday, p=1
2025-02-10 00:58:03,171 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 工学デザイン基礎II
2025-02-10 00:58:03,171 DEBUG:[DEBUG] Unassigned コンピュータ制御 from Monday, p=1
2025-02-10 00:58:03,171 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign コンピュータ制御
2025-02-10 00:58:03,171 DEBUG:[DEBUG] Unassigned 総合英語IR from Monday, p=1
2025-02-10 00:58:03,171 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 総合英語IR
2025-02-10 00:58:03,171 DEBUG:[DEBUG] Unassigned 物理II from Monday, p=1
2025-02-10 00:58:03,171 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 物理II
2025-02-10 00:58:03,171 DEBUG:[DEBUG] Unassigned オペレーティングシステムII from Monday, p=1
2025-02-10 00:58:03,172 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign オペレーティングシステムII
2025-02-10 00:58:03,172 DEBUG:[DEBUG] Unassigned 機械力学II from Monday, p=1
2025-02-10 00:58:03,172 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 機械力学II
2025-02-10 00:58:03,172 DEBUG:[DEBUG] Unassigned 数学IIA from Monday, p=1
2025-02-10 00:58:03,172 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 数学IIA
2025-02-10 00:58:03,172 DEBUG:[DEBUG] Unassigned 総合英語IR from Monday, p=2
2025-02-10 00:58:03,172 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 総合英語IR
2025-02-10 00:58:03,172 DEBUG:[DEBUG] Unassigned コンピュータシステム概論 from Monday, p=2
2025-02-10 00:58:03,173 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign コンピュータシステム概論
2025-02-10 00:58:03,173 DEBUG:[DEBUG] Unassigned コンピュータ基礎 from Monday, p=2
2025-02-10 00:58:03,173 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign コンピュータ基礎
2025-02-10 00:58:03,173 DEBUG:[DEBUG] Unassigned 地盤工学基礎 from Monday, p=2
2025-02-10 00:58:03,173 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 地盤工学基礎
2025-02-10 00:58:03,173 DEBUG:[DEBUG] Unassigned 都市計画 from Monday, p=2
2025-02-10 00:58:03,173 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 都市計画
2025-02-10 00:58:03,173 DEBUG:[DEBUG] Unassigned 物理II from Monday, p=2
2025-02-10 00:58:03,173 DEBUG:[SWAP] Assigned 物理II to fill empty Thursday p=2, grade=ME3
2025-02-10 00:58:03,174 DEBUG:[DEBUG] Found empty slot -> Thursday p=2, grade=IE5
2025-02-10 00:58:03,174 DEBUG:[DEBUG] No direct course for Thursday, p=2, grade=IE5 -> Trying swap
2025-02-10 00:58:03,174 DEBUG:[DEBUG] Unassigned ライフサイエンス・アースサイエンス from Monday, p=2
2025-02-10 00:58:03,174 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign ライフサイエンス・アースサイエンス
2025-02-10 00:58:03,174 DEBUG:[DEBUG] Unassigned 数学IB from Monday, p=2
2025-02-10 00:58:03,174 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 数学IB
2025-02-10 00:58:03,174 DEBUG:[DEBUG] Unassigned 数学IIA from Monday, p=2
2025-02-10 00:58:03,174 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 数学IIA
2025-02-10 00:58:03,174 DEBUG:[DEBUG] Unassigned 数学IIB from Monday, p=2
2025-02-10 00:58:03,175 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 数学IIB
2025-02-10 00:58:03,175 DEBUG:[DEBUG] Unassigned 弾塑性論 from Monday, p=2
2025-02-10 00:58:03,175 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 弾塑性論
2025-02-10 00:58:03,175 DEBUG:[DEBUG] Unassigned 熱力学 from Monday, p=2
2025-02-10 00:58:03,175 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 熱力学
2025-02-10 00:58:03,175 DEBUG:[DEBUG] Unassigned 数学演習 from Monday, p=3
2025-02-10 00:58:03,175 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 数学演習
2025-02-10 00:58:03,175 DEBUG:[DEBUG] Unassigned 体育 from Monday, p=0
2025-02-10 00:58:03,175 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 体育
2025-02-10 00:58:03,175 DEBUG:[DEBUG] Unassigned 体育 from Monday, p=1
2025-02-10 00:58:03,175 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 体育
2025-02-10 00:58:03,175 DEBUG:[DEBUG] Unassigned 応用数物演習△ from Monday, p=0
2025-02-10 00:58:03,176 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 応用数物演習△
2025-02-10 00:58:03,176 DEBUG:[DEBUG] Unassigned ライフサイエンス・アースサイエンス from Monday, p=1
2025-02-10 00:58:03,176 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign ライフサイエンス・アースサイエンス
2025-02-10 00:58:03,176 DEBUG:[DEBUG] Unassigned 応用解析学概論△ from Monday, p=0
2025-02-10 00:58:03,176 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 応用解析学概論△
2025-02-10 00:58:03,176 DEBUG:[DEBUG] Unassigned 創造演習 from Monday, p=2
2025-02-10 00:58:03,176 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 創造演習
2025-02-10 00:58:03,176 DEBUG:[DEBUG] Unassigned 数学ⅢB from Monday, p=0
2025-02-10 00:58:03,176 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 数学ⅢB
2025-02-10 00:58:03,176 DEBUG:[DEBUG] Unassigned 数学ⅢB from Monday, p=0
2025-02-10 00:58:03,177 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 数学ⅢB
2025-02-10 00:58:03,177 DEBUG:[DEBUG] Unassigned 数学ⅢB from Monday, p=1
2025-02-10 00:58:03,177 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 数学ⅢB
2025-02-10 00:58:03,177 DEBUG:[DEBUG] Unassigned 測量学特論 from Monday, p=1
2025-02-10 00:58:03,177 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 測量学特論
2025-02-10 00:58:03,177 DEBUG:[DEBUG] Unassigned 創造演習 from Monday, p=3
2025-02-10 00:58:03,177 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 創造演習
2025-02-10 00:58:03,177 DEBUG:[DEBUG] Unassigned データベース from Monday, p=2
2025-02-10 00:58:03,177 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign データベース
2025-02-10 00:58:03,177 DEBUG:[DEBUG] Unassigned 創造製作 from Monday, p=2
2025-02-10 00:58:03,178 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 創造製作
2025-02-10 00:58:03,178 DEBUG:[DEBUG] Unassigned 創造製作 from Monday, p=3
2025-02-10 00:58:03,178 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 創造製作
2025-02-10 00:58:03,178 DEBUG:[DEBUG] Unassigned 数学IIB from Monday, p=0
2025-02-10 00:58:03,178 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 数学IIB
2025-02-10 00:58:03,178 DEBUG:[DEBUG] Unassigned 基礎設計図II from Monday, p=0
2025-02-10 00:58:03,178 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 基礎設計図II
2025-02-10 00:58:03,178 DEBUG:[DEBUG] Unassigned 国語総合II from Monday, p=0
2025-02-10 00:58:03,178 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 国語総合II
2025-02-10 00:58:03,178 DEBUG:[DEBUG] Unassigned 倫理 from Monday, p=0
2025-02-10 00:58:03,178 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 倫理
2025-02-10 00:58:03,178 DEBUG:[DEBUG] Unassigned 工学デザイン基礎II from Monday, p=1
2025-02-10 00:58:03,179 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 工学デザイン基礎II
2025-02-10 00:58:03,179 DEBUG:[DEBUG] Unassigned コンピュータ制御 from Monday, p=1
2025-02-10 00:58:03,179 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign コンピュータ制御
2025-02-10 00:58:03,179 DEBUG:[DEBUG] Unassigned 総合英語IR from Monday, p=1
2025-02-10 00:58:03,179 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 総合英語IR
2025-02-10 00:58:03,179 DEBUG:[DEBUG] Unassigned 物理II from Monday, p=1
2025-02-10 00:58:03,179 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 物理II
2025-02-10 00:58:03,179 DEBUG:[DEBUG] Unassigned オペレーティングシステムII from Monday, p=1
2025-02-10 00:58:03,179 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign オペレーティングシステムII
2025-02-10 00:58:03,179 DEBUG:[DEBUG] Unassigned 機械力学II from Monday, p=1
2025-02-10 00:58:03,180 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 機械力学II
2025-02-10 00:58:03,180 DEBUG:[DEBUG] Unassigned 数学IIA from Monday, p=1
2025-02-10 00:58:03,180 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 数学IIA
2025-02-10 00:58:03,180 DEBUG:[DEBUG] Unassigned 総合英語IR from Monday, p=2
2025-02-10 00:58:03,180 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 総合英語IR
2025-02-10 00:58:03,180 DEBUG:[DEBUG] Unassigned コンピュータシステム概論 from Monday, p=2
2025-02-10 00:58:03,180 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign コンピュータシステム概論
2025-02-10 00:58:03,180 DEBUG:[DEBUG] Unassigned コンピュータ基礎 from Monday, p=2
2025-02-10 00:58:03,180 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign コンピュータ基礎
2025-02-10 00:58:03,180 DEBUG:[DEBUG] Unassigned 地盤工学基礎 from Monday, p=2
2025-02-10 00:58:03,181 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 地盤工学基礎
2025-02-10 00:58:03,181 DEBUG:[DEBUG] Unassigned 都市計画 from Monday, p=2
2025-02-10 00:58:03,181 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 都市計画
2025-02-10 00:58:03,181 DEBUG:[DEBUG] Unassigned 体育 from Tuesday, p=0
2025-02-10 00:58:03,181 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 体育
2025-02-10 00:58:03,181 DEBUG:[DEBUG] Unassigned 体育 from Tuesday, p=1
2025-02-10 00:58:03,181 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 体育
2025-02-10 00:58:03,181 DEBUG:[DEBUG] Unassigned 測量学II from Tuesday, p=0
2025-02-10 00:58:03,181 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 測量学II
2025-02-10 00:58:03,181 DEBUG:[DEBUG] Unassigned 総合英語IW from Tuesday, p=2
2025-02-10 00:58:03,182 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 総合英語IW
2025-02-10 00:58:03,182 DEBUG:[DEBUG] Unassigned 電子情報通信システム実験 from Tuesday, p=2
2025-02-10 00:58:03,182 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 電子情報通信システム実験
2025-02-10 00:58:03,182 DEBUG:[DEBUG] Unassigned 電子情報通信システム実験 from Tuesday, p=3
2025-02-10 00:58:03,182 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 電子情報通信システム実験
2025-02-10 00:58:03,182 DEBUG:[DEBUG] Unassigned 総合英語演習II from Tuesday, p=0
2025-02-10 00:58:03,182 DEBUG:[SWAP] Assigned 総合英語演習II to fill empty Thursday p=2, grade=IE5
2025-02-10 00:58:03,182 DEBUG:[DEBUG] Found empty slot -> Friday p=2, grade=IE5
2025-02-10 00:58:03,183 DEBUG:[DEBUG] No direct course for Friday, p=2, grade=IE5 -> Trying swap
2025-02-10 00:58:03,183 DEBUG:[DEBUG] Unassigned ライフサイエンス・アースサイエンス from Monday, p=2
2025-02-10 00:58:03,183 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign ライフサイエンス・アースサイエンス
2025-02-10 00:58:03,183 DEBUG:[DEBUG] Unassigned 数学IB from Monday, p=2
2025-02-10 00:58:03,183 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 数学IB
2025-02-10 00:58:03,183 DEBUG:[DEBUG] Unassigned 数学IIA from Monday, p=2
2025-02-10 00:58:03,183 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 数学IIA
2025-02-10 00:58:03,183 DEBUG:[DEBUG] Unassigned 数学IIB from Monday, p=2
2025-02-10 00:58:03,183 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 数学IIB
2025-02-10 00:58:03,183 DEBUG:[DEBUG] Unassigned 弾塑性論 from Monday, p=2
2025-02-10 00:58:03,184 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 弾塑性論
2025-02-10 00:58:03,184 DEBUG:[DEBUG] Unassigned 熱力学 from Monday, p=2
2025-02-10 00:58:03,184 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 熱力学
2025-02-10 00:58:03,184 DEBUG:[DEBUG] Unassigned 数学演習 from Monday, p=3
2025-02-10 00:58:03,184 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 数学演習
2025-02-10 00:58:03,184 DEBUG:[DEBUG] Unassigned 体育 from Monday, p=0
2025-02-10 00:58:03,184 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 体育
2025-02-10 00:58:03,184 DEBUG:[DEBUG] Unassigned 体育 from Monday, p=1
2025-02-10 00:58:03,184 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 体育
2025-02-10 00:58:03,184 DEBUG:[DEBUG] Unassigned 応用数物演習△ from Monday, p=0
2025-02-10 00:58:03,185 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 応用数物演習△
2025-02-10 00:58:03,185 DEBUG:[DEBUG] Unassigned ライフサイエンス・アースサイエンス from Monday, p=1
2025-02-10 00:58:03,185 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign ライフサイエンス・アースサイエンス
2025-02-10 00:58:03,185 DEBUG:[DEBUG] Unassigned 応用解析学概論△ from Monday, p=0
2025-02-10 00:58:03,185 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 応用解析学概論△
2025-02-10 00:58:03,185 DEBUG:[DEBUG] Unassigned 創造演習 from Monday, p=2
2025-02-10 00:58:03,185 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 創造演習
2025-02-10 00:58:03,185 DEBUG:[DEBUG] Unassigned 数学ⅢB from Monday, p=0
2025-02-10 00:58:03,185 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 数学ⅢB
2025-02-10 00:58:03,185 DEBUG:[DEBUG] Unassigned 数学ⅢB from Monday, p=0
2025-02-10 00:58:03,186 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 数学ⅢB
2025-02-10 00:58:03,186 DEBUG:[DEBUG] Unassigned 数学ⅢB from Monday, p=1
2025-02-10 00:58:03,186 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 数学ⅢB
2025-02-10 00:58:03,186 DEBUG:[DEBUG] Unassigned 測量学特論 from Monday, p=1
2025-02-10 00:58:03,186 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 測量学特論
2025-02-10 00:58:03,186 DEBUG:[DEBUG] Unassigned 創造演習 from Monday, p=3
2025-02-10 00:58:03,186 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 創造演習
2025-02-10 00:58:03,186 DEBUG:[DEBUG] Unassigned データベース from Monday, p=2
2025-02-10 00:58:03,186 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign データベース
2025-02-10 00:58:03,186 DEBUG:[DEBUG] Unassigned 創造製作 from Monday, p=2
2025-02-10 00:58:03,186 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 創造製作
2025-02-10 00:58:03,186 DEBUG:[DEBUG] Unassigned 創造製作 from Monday, p=3
2025-02-10 00:58:03,187 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 創造製作
2025-02-10 00:58:03,187 DEBUG:[DEBUG] Unassigned 数学IIB from Monday, p=0
2025-02-10 00:58:03,187 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 数学IIB
2025-02-10 00:58:03,187 DEBUG:[DEBUG] Unassigned 基礎設計図II from Monday, p=0
2025-02-10 00:58:03,187 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 基礎設計図II
2025-02-10 00:58:03,187 DEBUG:[DEBUG] Unassigned 国語総合II from Monday, p=0
2025-02-10 00:58:03,187 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 国語総合II
2025-02-10 00:58:03,187 DEBUG:[DEBUG] Unassigned 倫理 from Monday, p=0
2025-02-10 00:58:03,187 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 倫理
2025-02-10 00:58:03,187 DEBUG:[DEBUG] Unassigned 工学デザイン基礎II from Monday, p=1
2025-02-10 00:58:03,188 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 工学デザイン基礎II
2025-02-10 00:58:03,188 DEBUG:[DEBUG] Unassigned コンピュータ制御 from Monday, p=1
2025-02-10 00:58:03,188 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign コンピュータ制御
2025-02-10 00:58:03,188 DEBUG:[DEBUG] Unassigned 総合英語IR from Monday, p=1
2025-02-10 00:58:03,188 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 総合英語IR
2025-02-10 00:58:03,188 DEBUG:[DEBUG] Unassigned 物理II from Monday, p=1
2025-02-10 00:58:03,188 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 物理II
2025-02-10 00:58:03,188 DEBUG:[DEBUG] Unassigned オペレーティングシステムII from Monday, p=1
2025-02-10 00:58:03,188 DEBUG:[SWAP] Assigned オペレーティングシステムII to fill empty Friday p=2, grade=IE5
2025-02-10 00:58:03,188 DEBUG:[DEBUG] Found empty slot -> Monday p=2, grade=ME3
2025-02-10 00:58:03,189 DEBUG:[DEBUG] No direct course for Monday, p=2, grade=ME3 -> Trying swap
2025-02-10 00:58:03,189 DEBUG:[DEBUG] Unassigned 機械力学II from Monday, p=1
2025-02-10 00:58:03,189 DEBUG:[SWAP] Failed to fill Monday p=2, revert unassign 機械力学II
2025-02-10 00:58:03,189 DEBUG:[DEBUG] Unassigned 数学IIA from Monday, p=1
2025-02-10 00:58:03,189 DEBUG:[SWAP] Failed to fill Monday p=2, revert unassign 数学IIA
2025-02-10 00:58:03,189 DEBUG:[DEBUG] Unassigned 総合英語IR from Monday, p=2
2025-02-10 00:58:03,189 DEBUG:[SWAP] Failed to fill Monday p=2, revert unassign 総合英語IR
2025-02-10 00:58:03,189 DEBUG:[DEBUG] Unassigned コンピュータシステム概論 from Monday, p=2
2025-02-10 00:58:03,190 DEBUG:[SWAP] Failed to fill Monday p=2, revert unassign コンピュータシステム概論
2025-02-10 00:58:03,190 DEBUG:[DEBUG] Unassigned コンピュータ基礎 from Monday, p=2
2025-02-10 00:58:03,190 DEBUG:[SWAP] Failed to fill Monday p=2, revert unassign コンピュータ基礎
2025-02-10 00:58:03,190 DEBUG:[DEBUG] Unassigned 地盤工学基礎 from Monday, p=2
2025-02-10 00:58:03,190 DEBUG:[SWAP] Failed to fill Monday p=2, revert unassign 地盤工学基礎
2025-02-10 00:58:03,190 DEBUG:[DEBUG] Unassigned 都市計画 from Monday, p=2
2025-02-10 00:58:03,190 DEBUG:[SWAP] Failed to fill Monday p=2, revert unassign 都市計画
2025-02-10 00:58:03,190 DEBUG:[DEBUG] Unassigned ライフサイエンス・アースサイエンス from Monday, p=2
2025-02-10 00:58:03,191 DEBUG:[SWAP] Failed to fill Monday p=2, revert unassign ライフサイエンス・アースサイエンス
2025-02-10 00:58:03,191 DEBUG:[DEBUG] Unassigned 数学IB from Monday, p=2
2025-02-10 00:58:03,191 DEBUG:[SWAP] Assigned 数学ⅢA to fill empty Monday p=2, grade=ME3
2025-02-10 00:58:03,192 DEBUG:[DEBUG] Found empty slot -> Monday p=2, grade=IE1
2025-02-10 00:58:03,192 DEBUG:[DEBUG] No direct course for Monday, p=2, grade=IE1 -> Trying swap
2025-02-10 00:58:03,192 DEBUG:[DEBUG] Unassigned 数学IIA from Monday, p=2
2025-02-10 00:58:03,192 DEBUG:[SWAP] Failed to fill Monday p=2, revert unassign 数学IIA
2025-02-10 00:58:03,193 DEBUG:[DEBUG] Unassigned 数学IIB from Monday, p=2
2025-02-10 00:58:03,193 DEBUG:[SWAP] Failed to fill Monday p=2, revert unassign 数学IIB
2025-02-10 00:58:03,193 DEBUG:[DEBUG] Unassigned 弾塑性論 from Monday, p=2
2025-02-10 00:58:03,193 DEBUG:[SWAP] Failed to fill Monday p=2, revert unassign 弾塑性論
2025-02-10 00:58:03,193 DEBUG:[DEBUG] Unassigned 熱力学 from Monday, p=2
2025-02-10 00:58:03,193 DEBUG:[SWAP] Failed to fill Monday p=2, revert unassign 熱力学
2025-02-10 00:58:03,193 DEBUG:[DEBUG] Unassigned 数学演習 from Monday, p=3
2025-02-10 00:58:03,194 DEBUG:[SWAP] Failed to fill Monday p=2, revert unassign 数学演習
2025-02-10 00:58:03,194 DEBUG:[DEBUG] Unassigned 体育 from Monday, p=0
2025-02-10 00:58:03,194 DEBUG:[SWAP] Failed to fill Monday p=2, revert unassign 体育
2025-02-10 00:58:03,194 DEBUG:[DEBUG] Unassigned 体育 from Monday, p=1
2025-02-10 00:58:03,194 DEBUG:[SWAP] Failed to fill Monday p=2, revert unassign 体育
2025-02-10 00:58:03,194 DEBUG:[DEBUG] Unassigned 応用数物演習△ from Monday, p=0
2025-02-10 00:58:03,194 DEBUG:[SWAP] Failed to fill Monday p=2, revert unassign 応用数物演習△
2025-02-10 00:58:03,194 DEBUG:[DEBUG] Unassigned ライフサイエンス・アースサイエンス from Monday, p=1
2025-02-10 00:58:03,195 DEBUG:[SWAP] Failed to fill Monday p=2, revert unassign ライフサイエンス・アースサイエンス
2025-02-10 00:58:03,195 DEBUG:[DEBUG] Unassigned 応用解析学概論△ from Monday, p=0
2025-02-10 00:58:03,195 DEBUG:[SWAP] Failed to fill Monday p=2, revert unassign 応用解析学概論△
2025-02-10 00:58:03,195 DEBUG:[DEBUG] Unassigned 創造演習 from Monday, p=2
2025-02-10 00:58:03,195 DEBUG:[SWAP] Failed to fill Monday p=2, revert unassign 創造演習
2025-02-10 00:58:03,195 DEBUG:[DEBUG] Unassigned 数学ⅢB from Monday, p=0
2025-02-10 00:58:03,196 DEBUG:[SWAP] Failed to fill Monday p=2, revert unassign 数学ⅢB
2025-02-10 00:58:03,196 DEBUG:[DEBUG] Unassigned 数学ⅢB from Monday, p=0
2025-02-10 00:58:03,196 DEBUG:[SWAP] Failed to fill Monday p=2, revert unassign 数学ⅢB
2025-02-10 00:58:03,196 DEBUG:[DEBUG] Unassigned 数学ⅢB from Monday, p=1
2025-02-10 00:58:03,196 DEBUG:[SWAP] Failed to fill Monday p=2, revert unassign 数学ⅢB
2025-02-10 00:58:03,196 DEBUG:[DEBUG] Unassigned 測量学特論 from Monday, p=1
2025-02-10 00:58:03,196 DEBUG:[SWAP] Failed to fill Monday p=2, revert unassign 測量学特論
2025-02-10 00:58:03,196 DEBUG:[DEBUG] Unassigned 創造演習 from Monday, p=3
2025-02-10 00:58:03,197 DEBUG:[SWAP] Failed to fill Monday p=2, revert unassign 創造演習
2025-02-10 00:58:03,197 DEBUG:[DEBUG] Unassigned データベース from Monday, p=2
2025-02-10 00:58:03,197 DEBUG:[SWAP] Failed to fill Monday p=2, revert unassign データベース
2025-02-10 00:58:03,197 DEBUG:[DEBUG] Unassigned 創造製作 from Monday, p=2
2025-02-10 00:58:03,197 DEBUG:[SWAP] Assigned 基礎電気電子回路 to fill empty Monday p=2, grade=IE1
2025-02-10 00:58:03,197 DEBUG:[DEBUG] Found empty slot -> Monday p=2, grade=IE5
2025-02-10 00:58:03,198 DEBUG:[DEBUG] No direct course for Monday, p=2, grade=IE5 -> Trying swap
2025-02-10 00:58:03,198 DEBUG:[DEBUG] Unassigned 創造製作 from Monday, p=3
2025-02-10 00:58:03,198 DEBUG:[SWAP] Failed to fill Monday p=2, revert unassign 創造製作
2025-02-10 00:58:03,198 DEBUG:[DEBUG] Unassigned 数学IIB from Monday, p=0
2025-02-10 00:58:03,198 DEBUG:[SWAP] Failed to fill Monday p=2, revert unassign 数学IIB
2025-02-10 00:58:03,198 DEBUG:[DEBUG] Unassigned 基礎設計図II from Monday, p=0
2025-02-10 00:58:03,198 DEBUG:[SWAP] Failed to fill Monday p=2, revert unassign 基礎設計図II
2025-02-10 00:58:03,198 DEBUG:[DEBUG] Unassigned 国語総合II from Monday, p=0
2025-02-10 00:58:03,198 DEBUG:[SWAP] Failed to fill Monday p=2, revert unassign 国語総合II
